seed,config,episode_id,risk_level,categoria,recipe,t,time_s,p_t,y_frame_clean,p_max_episode
42,baseline_fixed,30,Atenção,Atencao,A01,1,0.1042,0.038306,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,2,0.2083,0.038473,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,3,0.3125,0.038715,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,4,0.4167,0.038943,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,5,0.5208,0.039111,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,6,0.625,0.038906,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,7,0.7292,0.038546,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,8,0.8333,0.038035,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,9,0.9375,0.037333,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,10,1.0417,0.036565,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,11,1.1458,0.035958,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,12,1.25,0.035488,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,13,1.3542,0.035203,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,14,1.4583,0.034959,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,15,1.5625,0.034894,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,16,1.6667,0.035054,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,17,1.7708,0.035121,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,18,1.875,0.035217,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,19,1.9792,0.035107,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,20,2.0833,0.034828,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,21,2.1875,0.034666,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,22,2.2917,0.034521,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,23,2.3958,0.034404,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,24,2.5,0.034286,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,25,2.6042,0.034191,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,26,2.7083,0.034005,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,27,2.8125,0.03384,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,28,2.9167,0.0338,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,29,3.0208,0.033704,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,30,3.125,0.033752,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,31,3.2292,0.033944,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,32,3.3333,0.034087,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,33,3.4375,0.034644,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,34,3.5417,0.035618,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,35,3.6458,0.036527,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,36,3.75,0.037483,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,37,3.8542,0.03838,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,38,3.9583,0.039157,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,39,4.0625,0.039528,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,40,4.1667,0.039634,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,41,4.2708,0.039349,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,42,4.375,0.038557,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,43,4.4792,0.037325,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,44,4.5833,0.036069,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,45,4.6875,0.035266,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,46,4.7917,0.034963,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,47,4.8958,0.035184,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,48,5.0,0.035378,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,49,5.1042,0.035565,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,50,5.2083,0.035707,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,51,5.3125,0.035774,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,52,5.4167,0.036038,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,53,5.5208,0.035892,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,54,5.625,0.035438,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,55,5.7292,0.035051,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,56,5.8333,0.034683,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,57,5.9375,0.034188,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,58,6.0417,0.034013,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,59,6.1458,0.033848,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,60,6.25,0.03382,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,61,6.3542,0.033949,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,62,6.4583,0.03423,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,63,6.5625,0.035013,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,64,6.6667,0.03611,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,65,6.7708,0.03728,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,66,6.875,0.038191,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,67,6.9792,0.038857,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,68,7.0833,0.039331,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,69,7.1875,0.039568,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,70,7.2917,0.039123,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,71,7.3958,0.037885,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,72,7.5,0.036589,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,73,7.6042,0.035436,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,74,7.7083,0.034502,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,75,7.8125,0.033968,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,76,7.9167,0.03372,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,77,8.0208,0.033951,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,78,8.125,0.034441,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,79,8.2292,0.035018,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,80,8.3333,0.035437,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,81,8.4375,0.035663,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,82,8.5417,0.035586,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,83,8.6458,0.035352,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,84,8.75,0.035384,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,85,8.8542,0.035291,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,86,8.9583,0.03555,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,87,9.0625,0.035756,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,88,9.1667,0.03615,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,89,9.2708,0.036505,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,90,9.375,0.036746,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,91,9.4792,0.036629,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,92,9.5833,0.036395,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,93,9.6875,0.036089,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,94,9.7917,0.036064,0.05,0.039634
42,baseline_fixed,30,Atenção,Atencao,A01,95,9.8958,0.037007,0.05,0.039634
42,baseline_fixed,31,Atenção,Atencao,A01,0,0.0,0.039903,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,1,0.1042,0.039622,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,2,0.2083,0.038623,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,3,0.3125,0.037468,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,4,0.4167,0.036479,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,5,0.5208,0.035739,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,6,0.625,0.035436,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,7,0.7292,0.035321,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,8,0.8333,0.035458,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,9,0.9375,0.03571,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,10,1.0417,0.03614,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,11,1.1458,0.036311,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,12,1.25,0.036314,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,13,1.3542,0.036223,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,14,1.4583,0.035864,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,15,1.5625,0.03528,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,16,1.6667,0.034755,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,17,1.7708,0.034313,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,18,1.875,0.034216,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,19,1.9792,0.03412,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,20,2.0833,0.034471,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,21,2.1875,0.034786,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,22,2.2917,0.03507,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,23,2.3958,0.035174,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,24,2.5,0.035248,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,25,2.6042,0.035505,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,26,2.7083,0.035516,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,27,2.8125,0.035856,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,28,2.9167,0.035865,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,29,3.0208,0.035654,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,30,3.125,0.035316,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,31,3.2292,0.03489,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,32,3.3333,0.034533,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,33,3.4375,0.034494,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,34,3.5417,0.03468,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,35,3.6458,0.035335,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,36,3.75,0.036797,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,37,3.8542,0.038523,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,38,3.9583,0.040341,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,39,4.0625,0.042016,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,40,4.1667,0.043442,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,41,4.2708,0.044453,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,42,4.375,0.045226,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,43,4.4792,0.045129,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,44,4.5833,0.04411,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,45,4.6875,0.042362,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,46,4.7917,0.040091,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,47,4.8958,0.03759,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,48,5.0,0.035286,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,49,5.1042,0.033542,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,50,5.2083,0.032996,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,51,5.3125,0.033072,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,52,5.4167,0.033271,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,53,5.5208,0.033629,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,54,5.625,0.03407,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,55,5.7292,0.034669,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,56,5.8333,0.035271,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,57,5.9375,0.035654,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,58,6.0417,0.035954,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,59,6.1458,0.036245,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,60,6.25,0.036706,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,61,6.3542,0.037259,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,62,6.4583,0.037617,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,63,6.5625,0.037453,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,64,6.6667,0.03699,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,65,6.7708,0.036776,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,66,6.875,0.036374,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,67,6.9792,0.036163,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,68,7.0833,0.036204,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,69,7.1875,0.036453,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,70,7.2917,0.036944,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,71,7.3958,0.037431,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,72,7.5,0.037567,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,73,7.6042,0.037327,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,74,7.7083,0.036984,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,75,7.8125,0.036617,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,76,7.9167,0.036102,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,77,8.0208,0.035606,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,78,8.125,0.035568,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,79,8.2292,0.035434,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,80,8.3333,0.035228,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,81,8.4375,0.034872,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,82,8.5417,0.034476,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,83,8.6458,0.034298,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,84,8.75,0.034485,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,85,8.8542,0.034884,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,86,8.9583,0.035291,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,87,9.0625,0.036014,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,88,9.1667,0.036976,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,89,9.2708,0.037474,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,90,9.375,0.037343,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,91,9.4792,0.037056,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,92,9.5833,0.03657,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,93,9.6875,0.035948,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,94,9.7917,0.03552,0.05,0.045226
42,baseline_fixed,31,Atenção,Atencao,A01,95,9.8958,0.03518,0.05,0.045226
42,baseline_fixed,32,Atenção,Atencao,A01,0,0.0,0.037047,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,1,0.1042,0.036835,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,2,0.2083,0.036635,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,3,0.3125,0.036575,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,4,0.4167,0.036421,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,5,0.5208,0.036063,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,6,0.625,0.035428,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,7,0.7292,0.034805,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,8,0.8333,0.034504,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,9,0.9375,0.034514,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,10,1.0417,0.034566,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,11,1.1458,0.035094,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,12,1.25,0.035668,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,13,1.3542,0.036588,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,14,1.4583,0.037755,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,15,1.5625,0.03875,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,16,1.6667,0.039159,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,17,1.7708,0.039131,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,18,1.875,0.038569,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,19,1.9792,0.03795,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,20,2.0833,0.037624,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,21,2.1875,0.037572,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,22,2.2917,0.037823,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,23,2.3958,0.038139,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,24,2.5,0.038757,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,25,2.6042,0.039058,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,26,2.7083,0.039007,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,27,2.8125,0.038518,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,28,2.9167,0.037592,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,29,3.0208,0.036255,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,30,3.125,0.034955,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,31,3.2292,0.034289,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,32,3.3333,0.03413,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,33,3.4375,0.034363,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,34,3.5417,0.035109,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,35,3.6458,0.036259,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,36,3.75,0.037313,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,37,3.8542,0.037806,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,38,3.9583,0.037518,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,39,4.0625,0.03675,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,40,4.1667,0.035992,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,41,4.2708,0.035426,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,42,4.375,0.035465,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,43,4.4792,0.035461,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,44,4.5833,0.035247,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,45,4.6875,0.035023,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,46,4.7917,0.034707,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,47,4.8958,0.034334,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,48,5.0,0.034156,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,49,5.1042,0.033999,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,50,5.2083,0.033986,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,51,5.3125,0.034088,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,52,5.4167,0.034273,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,53,5.5208,0.034521,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,54,5.625,0.034683,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,55,5.7292,0.034751,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,56,5.8333,0.034824,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,57,5.9375,0.034715,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,58,6.0417,0.03451,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,59,6.1458,0.034428,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,60,6.25,0.034381,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,61,6.3542,0.034467,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,62,6.4583,0.03453,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,63,6.5625,0.034579,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,64,6.6667,0.034512,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,65,6.7708,0.034505,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,66,6.875,0.034752,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,67,6.9792,0.035178,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,68,7.0833,0.035504,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,69,7.1875,0.035601,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,70,7.2917,0.035531,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,71,7.3958,0.035404,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,72,7.5,0.035545,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,73,7.6042,0.035761,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,74,7.7083,0.036002,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,75,7.8125,0.036117,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,76,7.9167,0.03614,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,77,8.0208,0.03606,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,78,8.125,0.035886,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,79,8.2292,0.035561,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,80,8.3333,0.035631,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,81,8.4375,0.035719,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,82,8.5417,0.036047,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,83,8.6458,0.0367,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,84,8.75,0.037299,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,85,8.8542,0.037468,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,86,8.9583,0.037276,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,87,9.0625,0.036616,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,88,9.1667,0.036014,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,89,9.2708,0.035513,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,90,9.375,0.035516,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,91,9.4792,0.035592,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,92,9.5833,0.035689,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,93,9.6875,0.035848,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,94,9.7917,0.035827,0.05,0.039159
42,baseline_fixed,32,Atenção,Atencao,A01,95,9.8958,0.035623,0.05,0.039159
42,baseline_fixed,33,Atenção,Atencao,A01,0,0.0,0.034795,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,1,0.1042,0.035115,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,2,0.2083,0.035457,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,3,0.3125,0.035937,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,4,0.4167,0.03633,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,5,0.5208,0.036403,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,6,0.625,0.03615,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,7,0.7292,0.035763,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,8,0.8333,0.035359,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,9,0.9375,0.035144,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,10,1.0417,0.035217,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,11,1.1458,0.035741,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,12,1.25,0.03649,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,13,1.3542,0.037733,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,14,1.4583,0.039158,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,15,1.5625,0.040295,0.05,0.042236
42,baseline_fixed,33,Atenção,Atencao,A01,16,1.6667,0.041076,0.05,0.042236
