seed,config,episode_id,regime,recipe,is_critical,t0_frame,t0_time_s,t,time_s,p_t,H_t,is_suppressed,y_frame_clean,phase
42,afkd_hybrid,71,progressive,C08,1,60,6.25,6,0.625,0.064213,0.238405,1,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,7,0.7292,0.064213,0.238405,1,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,8,0.8333,0.064213,0.238405,1,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,9,0.9375,0.064213,0.238405,1,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,10,1.0417,0.064213,0.238405,1,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,11,1.1458,0.065317,0.241355,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,12,1.25,0.065575,0.24204,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,13,1.3542,0.065885,0.242862,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,14,1.4583,0.066163,0.243598,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,15,1.5625,0.066502,0.244496,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,16,1.6667,0.066791,0.245258,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,17,1.7708,0.067083,0.246028,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,18,1.875,0.067403,0.24687,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,19,1.9792,0.067745,0.247767,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,20,2.0833,0.067745,0.247767,1,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,21,2.1875,0.068205,0.248971,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,22,2.2917,0.068205,0.248971,1,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,23,2.3958,0.068591,0.249979,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,24,2.5,0.068798,0.250518,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,25,2.6042,0.06905,0.251174,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,26,2.7083,0.069303,0.251833,0,0.05,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,27,2.8125,0.06966,0.252759,0,0.061788,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,28,2.9167,0.07159,0.257733,0,0.061788,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,29,3.0208,0.07159,0.257733,1,0.066502,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,30,3.125,0.07159,0.257733,1,0.073957,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,31,3.2292,0.07159,0.257733,1,0.073957,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,32,3.3333,0.07159,0.257733,1,0.105566,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,33,3.4375,0.094912,0.313757,0,0.086324,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,34,3.5417,0.103013,0.331653,0,0.086335,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,35,3.6458,0.112687,0.352096,0,0.088945,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,36,3.75,0.124259,0.375325,0,0.088945,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,37,3.8542,0.13762,0.400619,0,0.101927,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,38,3.9583,0.153331,0.428443,0,0.09335,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,39,4.0625,0.153331,0.428443,1,0.121667,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,40,4.1667,0.193871,0.491788,0,0.132007,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,41,4.2708,0.193871,0.491788,1,0.101651,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,42,4.375,0.193871,0.491788,1,0.107058,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,43,4.4792,0.193871,0.491788,1,0.11621,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,44,4.5833,0.316111,0.623903,0,0.141207,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,45,4.6875,0.316111,0.623903,1,0.119969,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,46,4.7917,0.376277,0.662212,0,0.145072,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,47,4.8958,0.399648,0.672869,0,0.158312,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,48,5.0,0.399648,0.672869,1,0.197455,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,49,5.1042,0.431237,0.68366,0,0.183888,stable
42,afkd_hybrid,71,progressive,C08,1,60,6.25,50,5.2083,0.431237,0.68366,1,0.196893,pre_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,51,5.3125,0.449563,0.688051,0,0.195902,pre_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,52,5.4167,0.449563,0.688051,1,0.220144,pre_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,53,5.5208,0.449563,0.688051,1,0.23227,pre_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,54,5.625,0.510342,0.692933,0,0.24811,pre_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,55,5.7292,0.526632,0.691728,0,0.258848,pre_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,56,5.8333,0.538851,0.690125,0,0.286402,pre_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,57,5.9375,0.538851,0.690125,1,0.313958,pre_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,58,6.0417,0.552887,0.687543,0,0.313027,pre_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,59,6.1458,0.556464,0.686757,0,0.335706,pre_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,60,6.25,0.556464,0.686757,1,0.396966,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,61,6.3542,0.556464,0.686757,1,0.477051,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,62,6.4583,0.56119,0.68564,0,0.524027,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,63,6.5625,0.56119,0.68564,1,0.544618,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,64,6.6667,0.562954,0.6852,0,0.610819,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,65,6.7708,0.563937,0.684949,0,0.699048,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,66,6.875,0.564955,0.684685,0,0.794468,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,67,6.9792,0.565948,0.684423,0,0.830576,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,68,7.0833,0.564738,0.684742,0,0.838805,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,69,7.1875,0.564738,0.684742,1,0.85563,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,70,7.2917,0.56044,0.685823,0,0.881303,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,71,7.3958,0.56044,0.685823,1,0.889726,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,72,7.5,0.56044,0.685823,1,0.890965,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,73,7.6042,0.554854,0.687117,0,0.853192,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,74,7.7083,0.553684,0.687372,0,0.864236,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,75,7.8125,0.553684,0.687372,1,0.833052,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,76,7.9167,0.55107,0.687922,0,0.837928,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,77,8.0208,0.55107,0.687922,1,0.561428,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,78,8.125,0.539336,0.690049,0,0.303242,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,79,8.2292,0.539336,0.690049,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,80,8.3333,0.539336,0.690049,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,81,8.4375,0.539336,0.690049,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,82,8.5417,0.539336,0.690049,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,83,8.6458,0.539336,0.690049,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,84,8.75,0.428256,0.682817,0,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,85,8.8542,0.428256,0.682817,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,86,8.9583,0.428256,0.682817,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,87,9.0625,0.428256,0.682817,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,88,9.1667,0.428256,0.682817,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,89,9.2708,0.428256,0.682817,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,90,9.375,0.428256,0.682817,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,91,9.4792,0.296753,0.608088,0,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,92,9.5833,0.280041,0.592992,0,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,93,9.6875,0.280041,0.592992,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,94,9.7917,0.280041,0.592992,1,0.05,post_onset
42,afkd_hybrid,71,progressive,C08,1,60,6.25,95,9.8958,0.280041,0.592992,1,0.05,post_onset
42,baseline_fixed,72,normal,N02,0,-1,,0,0.0,0.041769,0.173526,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,1,0.1042,0.041561,0.172874,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,2,0.2083,0.041597,0.172987,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,3,0.3125,0.041188,0.171702,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,4,0.4167,0.040614,0.16989,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,5,0.5208,0.040419,0.169273,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,6,0.625,0.03999,0.167913,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,7,0.7292,0.039609,0.1667,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,8,0.8333,0.039389,0.165999,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,9,0.9375,0.039268,0.165612,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,10,1.0417,0.039251,0.165557,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,11,1.1458,0.039535,0.166465,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,12,1.25,0.039535,0.166463,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,13,1.3542,0.039497,0.166343,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,14,1.4583,0.039677,0.166917,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,15,1.5625,0.039946,0.167773,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,16,1.6667,0.040377,0.169141,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,17,1.7708,0.040822,0.170548,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,18,1.875,0.040902,0.170799,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,19,1.9792,0.041117,0.171479,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,20,2.0833,0.041413,0.172409,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,21,2.1875,0.041489,0.172648,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,22,2.2917,0.041202,0.171746,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,23,2.3958,0.040807,0.170501,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,24,2.5,0.040403,0.169221,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,25,2.6042,0.040254,0.16875,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,26,2.7083,0.039964,0.16783,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,27,2.8125,0.039602,0.166677,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,28,2.9167,0.039657,0.166852,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,29,3.0208,0.039753,0.167157,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,30,3.125,0.03979,0.167275,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,31,3.2292,0.039467,0.166246,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,32,3.3333,0.039023,0.164825,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,33,3.4375,0.038576,0.163392,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,34,3.5417,0.038714,0.163837,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,35,3.6458,0.038709,0.163819,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,36,3.75,0.038355,0.16268,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,37,3.8542,0.038049,0.161692,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,38,3.9583,0.03778,0.160823,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,39,4.0625,0.037639,0.160368,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,40,4.1667,0.037563,0.160121,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,41,4.2708,0.037819,0.160951,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,42,4.375,0.038517,0.163201,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,43,4.4792,0.03935,0.165873,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,44,4.5833,0.040355,0.16907,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,45,4.6875,0.041248,0.171891,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,46,4.7917,0.041984,0.174198,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,47,4.8958,0.042217,0.174927,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,48,5.0,0.042391,0.175471,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,49,5.1042,0.042441,0.175626,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,50,5.2083,0.042406,0.175517,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,51,5.3125,0.042387,0.175457,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,52,5.4167,0.042368,0.175398,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,53,5.5208,0.042079,0.174496,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,54,5.625,0.041676,0.173236,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,55,5.7292,0.041101,0.171428,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,56,5.8333,0.040954,0.170965,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,57,5.9375,0.040642,0.169979,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,58,6.0417,0.040246,0.168725,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,59,6.1458,0.039772,0.167219,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,60,6.25,0.039482,0.166293,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,61,6.3542,0.039411,0.166068,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,62,6.4583,0.039065,0.16496,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,63,6.5625,0.038439,0.162952,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,64,6.6667,0.037672,0.160473,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,65,6.7708,0.036957,0.158148,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,66,6.875,0.036341,0.156135,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,67,6.9792,0.035927,0.154778,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,68,7.0833,0.035602,0.153706,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,69,7.1875,0.035593,0.153675,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,70,7.2917,0.035777,0.154284,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,71,7.3958,0.036409,0.156358,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,72,7.5,0.037105,0.158633,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,73,7.6042,0.037741,0.160696,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,74,7.7083,0.038405,0.162843,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,75,7.8125,0.038676,0.163715,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,76,7.9167,0.038594,0.163448,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,77,8.0208,0.038428,0.162915,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,78,8.125,0.038115,0.161907,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,79,8.2292,0.037808,0.160914,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,80,8.3333,0.037573,0.160151,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,81,8.4375,0.037481,0.159853,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,82,8.5417,0.037351,0.159431,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,83,8.6458,0.037348,0.159421,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,84,8.75,0.037257,0.159127,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,85,8.8542,0.037296,0.159255,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,86,8.9583,0.037254,0.159118,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,87,9.0625,0.037305,0.159283,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,88,9.1667,0.037468,0.159811,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,89,9.2708,0.03742,0.159656,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,90,9.375,0.037293,0.159243,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,91,9.4792,0.037162,0.158817,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,92,9.5833,0.037225,0.159024,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,93,9.6875,0.03731,0.159298,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,94,9.7917,0.03762,0.160305,-1,0.05,normal
42,baseline_fixed,72,normal,N02,0,-1,,95,9.8958,0.037579,0.160171,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,0,0.0,0.077112,0.271659,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,1,0.1042,0.07702,0.27143,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,2,0.2083,0.076943,0.271239,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,3,0.3125,0.076783,0.270842,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,4,0.4167,0.076576,0.270326,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,5,0.5208,0.076404,0.269898,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,6,0.625,0.076195,0.269377,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,7,0.7292,0.075977,0.268831,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,8,0.8333,0.075736,0.26823,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,9,0.9375,0.075499,0.267637,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,10,1.0417,0.075265,0.267049,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,11,1.1458,0.075063,0.266542,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,12,1.25,0.074859,0.26603,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,13,1.3542,0.074654,0.265514,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,14,1.4583,0.074495,0.265113,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,15,1.5625,0.074391,0.264853,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,16,1.6667,0.074347,0.26474,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,17,1.7708,0.074305,0.264635,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,18,1.875,0.074199,0.264368,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,19,1.9792,0.074117,0.264161,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,20,2.0833,0.07408,0.264068,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,21,2.1875,0.074049,0.263989,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,22,2.2917,0.073987,0.263832,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,23,2.3958,0.073881,0.263564,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,24,2.5,0.073741,0.26321,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,25,2.6042,0.073628,0.262925,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,26,2.7083,0.073522,0.262656,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,27,2.8125,0.073385,0.262307,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,28,2.9167,0.07327,0.262016,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,29,3.0208,0.073145,0.261698,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,30,3.125,0.073035,0.261421,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,31,3.2292,0.07285,0.260949,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,32,3.3333,0.072668,0.260486,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,33,3.4375,0.07244,0.259906,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,34,3.5417,0.072302,0.259554,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,35,3.6458,0.072076,0.258975,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,36,3.75,0.071825,0.258335,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,37,3.8542,0.07161,0.257785,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,38,3.9583,0.071393,0.257227,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,39,4.0625,0.071231,0.256811,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,40,4.1667,0.071094,0.256459,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,41,4.2708,0.071013,0.25625,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,42,4.375,0.070991,0.256195,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,43,4.4792,0.071013,0.256251,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,44,4.5833,0.071073,0.256407,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,45,4.6875,0.071164,0.256638,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,46,4.7917,0.07124,0.256834,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,47,4.8958,0.071241,0.256836,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,48,5.0,0.071245,0.256846,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,49,5.1042,0.071287,0.256955,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,50,5.2083,0.071319,0.257037,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,51,5.3125,0.07138,0.257195,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,52,5.4167,0.071462,0.257404,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,53,5.5208,0.071484,0.25746,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,54,5.625,0.0715,0.257502,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,55,5.7292,0.0715,0.257503,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,56,5.8333,0.071565,0.257668,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,57,5.9375,0.071588,0.257728,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,58,6.0417,0.071563,0.257664,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,59,6.1458,0.07148,0.257451,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,60,6.25,0.071379,0.25719,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,61,6.3542,0.071288,0.256959,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,62,6.4583,0.071123,0.256534,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,63,6.5625,0.070932,0.256042,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,64,6.6667,0.070713,0.255478,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,65,6.7708,0.070478,0.254874,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,66,6.875,0.070216,0.254197,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,67,6.9792,0.069982,0.253592,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,68,7.0833,0.069733,0.252949,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,69,7.1875,0.069563,0.252507,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,70,7.2917,0.069419,0.252132,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,71,7.3958,0.069386,0.252048,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,72,7.5,0.069369,0.252003,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,73,7.6042,0.069347,0.251946,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,74,7.7083,0.069356,0.251969,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,75,7.8125,0.069299,0.251821,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,76,7.9167,0.069247,0.251686,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,77,8.0208,0.069277,0.251764,-1,0.05,normal
42,afkd_fixed,72,normal,N02,0,-1,,78,8.125,0.069239,0.251667,-1,0.05,normal
