seed,config,episode_id,risk_level,t,time_s,p_t,y_frame_clean,p_max_episode
42,baseline_fixed,75,Crítico,44,4.5833,0.28629,0.0,0.73719
42,baseline_fixed,75,Crítico,45,4.6875,0.29054,0.0,0.73719
42,baseline_fixed,75,Crítico,46,4.7917,0.08915,0.0,0.73719
42,baseline_fixed,75,Crítico,47,4.8958,0.08605,0.0,0.73719
42,baseline_fixed,75,Crítico,48,5.0,0.08008,0.0,0.73719
42,baseline_fixed,75,Crítico,49,5.1042,0.07518,0.0,0.73719
42,baseline_fixed,75,Crítico,50,5.2083,0.07506,0.0,0.73719
42,baseline_fixed,75,Crítico,51,5.3125,0.07341,0.0,0.73719
42,baseline_fixed,75,Crítico,52,5.4167,0.07409,0.0,0.73719
42,baseline_fixed,75,Crítico,53,5.5208,0.07996,0.0,0.73719
42,baseline_fixed,75,Crítico,54,5.625,0.07595,0.0,0.73719
42,baseline_fixed,75,Crítico,55,5.7292,0.07288,0.0,0.73719
42,baseline_fixed,75,Crítico,56,5.8333,0.07248,0.0,0.73719
42,baseline_fixed,75,Crítico,57,5.9375,0.07322,0.0,0.73719
42,baseline_fixed,75,Crítico,58,6.0417,0.07746,0.0,0.73719
42,baseline_fixed,75,Crítico,59,6.1458,0.07635,0.0,0.73719
42,baseline_fixed,75,Crítico,60,6.25,0.07499,0.0,0.73719
42,baseline_fixed,75,Crítico,61,6.3542,0.07657,0.0,0.73719
42,baseline_fixed,75,Crítico,62,6.4583,0.07414,0.0,0.73719
42,baseline_fixed,75,Crítico,63,6.5625,0.07741,0.0,0.73719
42,baseline_fixed,75,Crítico,64,6.6667,0.07397,0.0,0.73719
42,baseline_fixed,75,Crítico,65,6.7708,0.08045,0.0,0.73719
42,baseline_fixed,75,Crítico,66,6.875,0.07943,0.0,0.73719
42,baseline_fixed,75,Crítico,67,6.9792,0.07792,0.0,0.73719
42,baseline_fixed,75,Crítico,68,7.0833,0.07686,0.0,0.73719
42,baseline_fixed,75,Crítico,69,7.1875,0.07913,0.0,0.73719
42,baseline_fixed,75,Crítico,70,7.2917,0.07197,0.0,0.73719
42,baseline_fixed,75,Crítico,71,7.3958,0.07954,0.0,0.73719
42,baseline_fixed,75,Crítico,72,7.5,0.08306,0.0,0.73719
42,baseline_fixed,75,Crítico,73,7.6042,0.07791,0.0,0.73719
42,baseline_fixed,75,Crítico,74,7.7083,0.07927,0.0,0.73719
42,baseline_fixed,75,Crítico,75,7.8125,0.08091,0.0,0.73719
42,baseline_fixed,75,Crítico,76,7.9167,0.08018,0.0,0.73719
42,baseline_fixed,75,Crítico,77,8.0208,0.07939,0.0,0.73719
42,baseline_fixed,75,Crítico,78,8.125,0.07933,0.0,0.73719
42,baseline_fixed,75,Crítico,79,8.2292,0.07743,0.0,0.73719
42,baseline_fixed,75,Crítico,80,8.3333,0.08096,0.0,0.73719
42,baseline_fixed,75,Crítico,81,8.4375,0.07579,0.0,0.73719
42,baseline_fixed,75,Crítico,82,8.5417,0.07505,0.0,0.73719
42,baseline_fixed,75,Crítico,83,8.6458,0.08158,0.0,0.73719
42,baseline_fixed,75,Crítico,84,8.75,0.07788,0.0,0.73719
42,baseline_fixed,75,Crítico,85,8.8542,0.07628,0.0,0.73719
42,baseline_fixed,75,Crítico,86,8.9583,0.07376,0.0,0.73719
42,baseline_fixed,75,Crítico,87,9.0625,0.07816,0.0,0.73719
42,baseline_fixed,75,Crítico,88,9.1667,0.08063,0.0,0.73719
42,baseline_fixed,75,Crítico,89,9.2708,0.08134,0.0,0.73719
42,baseline_fixed,75,Crítico,90,9.375,0.0761,0.0,0.73719
42,baseline_fixed,75,Crítico,91,9.4792,0.07407,0.0,0.73719
42,baseline_fixed,75,Crítico,92,9.5833,0.0769,0.0,0.73719
42,baseline_fixed,75,Crítico,93,9.6875,0.07497,0.0,0.73719
42,baseline_fixed,75,Crítico,94,9.7917,0.07459,0.0,0.73719
42,baseline_fixed,75,Crítico,95,9.8958,0.07975,0.0,0.73719
42,aftkd_fixed,75,Crítico,0,0.0,0.00584,0.0,0.53271
42,aftkd_fixed,75,Crítico,1,0.1042,0.00563,0.0,0.53271
42,aftkd_fixed,75,Crítico,2,0.2083,0.00582,0.0,0.53271
42,aftkd_fixed,75,Crítico,3,0.3125,0.00569,0.0,0.53271
42,aftkd_fixed,75,Crítico,4,0.4167,0.0057,0.0,0.53271
42,aftkd_fixed,75,Crítico,5,0.5208,0.0057,0.0,0.53271
42,aftkd_fixed,75,Crítico,6,0.625,0.0059,0.0,0.53271
42,aftkd_fixed,75,Crítico,7,0.7292,0.0058,0.0,0.53271
42,aftkd_fixed,75,Crítico,8,0.8333,0.00564,0.0,0.53271
42,aftkd_fixed,75,Crítico,9,0.9375,0.00588,0.0,0.53271
42,aftkd_fixed,75,Crítico,10,1.0417,0.00567,0.0,0.53271
42,aftkd_fixed,75,Crítico,11,1.1458,0.00562,0.0,0.53271
42,aftkd_fixed,75,Crítico,12,1.25,0.00548,0.0,0.53271
42,aftkd_fixed,75,Crítico,13,1.3542,0.00569,0.0,0.53271
42,aftkd_fixed,75,Crítico,14,1.4583,0.00564,0.0,0.53271
42,aftkd_fixed,75,Crítico,15,1.5625,0.00556,0.0,0.53271
42,aftkd_fixed,75,Crítico,16,1.6667,0.00572,0.0,0.53271
42,aftkd_fixed,75,Crítico,17,1.7708,0.00594,0.0,0.53271
42,aftkd_fixed,75,Crítico,18,1.875,0.00576,0.0,0.53271
42,aftkd_fixed,75,Crítico,19,1.9792,0.00569,0.0,0.53271
42,aftkd_fixed,75,Crítico,20,2.0833,0.0057,0.0,0.53271
42,aftkd_fixed,75,Crítico,21,2.1875,0.00587,0.0,0.53271
42,aftkd_fixed,75,Crítico,22,2.2917,0.05815,0.0,0.53271
42,aftkd_fixed,75,Crítico,23,2.3958,0.07676,0.0,0.53271
42,aftkd_fixed,75,Crítico,24,2.5,0.09407,1.0,0.53271
42,aftkd_fixed,75,Crítico,25,2.6042,0.12035,1.0,0.53271
42,aftkd_fixed,75,Crítico,26,2.7083,0.18768,1.0,0.53271
42,aftkd_fixed,75,Crítico,27,2.8125,0.26865,1.0,0.53271
42,aftkd_fixed,75,Crítico,28,2.9167,0.47275,1.0,0.53271
42,aftkd_fixed,75,Crítico,29,3.0208,0.5022,1.0,0.53271
42,aftkd_fixed,75,Crítico,30,3.125,0.53271,1.0,0.53271
42,aftkd_fixed,75,Crítico,31,3.2292,0.49773,1.0,0.53271
42,aftkd_fixed,75,Crítico,32,3.3333,0.51855,1.0,0.53271
42,aftkd_fixed,75,Crítico,33,3.4375,0.49676,1.0,0.53271
42,aftkd_fixed,75,Crítico,34,3.5417,0.48793,1.0,0.53271
42,aftkd_fixed,75,Crítico,35,3.6458,0.47991,1.0,0.53271
42,aftkd_fixed,75,Crítico,36,3.75,0.45915,1.0,0.53271
42,aftkd_fixed,75,Crítico,37,3.8542,0.43543,1.0,0.53271
42,aftkd_fixed,75,Crítico,38,3.9583,0.03321,1.0,0.53271
42,aftkd_fixed,75,Crítico,39,4.0625,0.03264,1.0,0.53271
42,aftkd_fixed,75,Crítico,40,4.1667,0.02901,1.0,0.53271
42,aftkd_fixed,75,Crítico,41,4.2708,0.02905,1.0,0.53271
42,aftkd_fixed,75,Crítico,42,4.375,0.0254,0.0,0.53271
42,aftkd_fixed,75,Crítico,43,4.4792,0.02489,0.0,0.53271
42,aftkd_fixed,75,Crítico,44,4.5833,0.0209,0.0,0.53271
42,aftkd_fixed,75,Crítico,45,4.6875,0.02058,0.0,0.53271
42,aftkd_fixed,75,Crítico,46,4.7917,0.00607,0.0,0.53271
42,aftkd_fixed,75,Crítico,47,4.8958,0.00607,0.0,0.53271
42,aftkd_fixed,75,Crítico,48,5.0,0.00591,0.0,0.53271
42,aftkd_fixed,75,Crítico,49,5.1042,0.00576,0.0,0.53271
42,aftkd_fixed,75,Crítico,50,5.2083,0.00584,0.0,0.53271
42,aftkd_fixed,75,Crítico,51,5.3125,0.00572,0.0,0.53271
42,aftkd_fixed,75,Crítico,52,5.4167,0.00586,0.0,0.53271
42,aftkd_fixed,75,Crítico,53,5.5208,0.00592,0.0,0.53271
42,aftkd_fixed,75,Crítico,54,5.625,0.00574,0.0,0.53271
42,aftkd_fixed,75,Crítico,55,5.7292,0.00572,0.0,0.53271
42,aftkd_fixed,75,Crítico,56,5.8333,0.00568,0.0,0.53271
42,aftkd_fixed,75,Crítico,57,5.9375,0.00569,0.0,0.53271
42,aftkd_fixed,75,Crítico,58,6.0417,0.00578,0.0,0.53271
42,aftkd_fixed,75,Crítico,59,6.1458,0.00568,0.0,0.53271
42,aftkd_fixed,75,Crítico,60,6.25,0.00558,0.0,0.53271
42,aftkd_fixed,75,Crítico,61,6.3542,0.00564,0.0,0.53271
42,aftkd_fixed,75,Crítico,62,6.4583,0.00567,0.0,0.53271
42,aftkd_fixed,75,Crítico,63,6.5625,0.00565,0.0,0.53271
42,aftkd_fixed,75,Crítico,64,6.6667,0.00564,0.0,0.53271
42,aftkd_fixed,75,Crítico,65,6.7708,0.00572,0.0,0.53271
42,aftkd_fixed,75,Crítico,66,6.875,0.00574,0.0,0.53271
42,aftkd_fixed,75,Crítico,67,6.9792,0.00582,0.0,0.53271
42,aftkd_fixed,75,Crítico,68,7.0833,0.00575,0.0,0.53271
42,aftkd_fixed,75,Crítico,69,7.1875,0.00591,0.0,0.53271
42,aftkd_fixed,75,Crítico,70,7.2917,0.00565,0.0,0.53271
42,aftkd_fixed,75,Crítico,71,7.3958,0.00585,0.0,0.53271
42,aftkd_fixed,75,Crítico,72,7.5,0.00596,0.0,0.53271
42,aftkd_fixed,75,Crítico,73,7.6042,0.00599,0.0,0.53271
42,aftkd_fixed,75,Crítico,74,7.7083,0.00597,0.0,0.53271
42,aftkd_fixed,75,Crítico,75,7.8125,0.00596,0.0,0.53271
42,aftkd_fixed,75,Crítico,76,7.9167,0.00581,0.0,0.53271
42,aftkd_fixed,75,Crítico,77,8.0208,0.00568,0.0,0.53271
42,aftkd_fixed,75,Crítico,78,8.125,0.00572,0.0,0.53271
42,aftkd_fixed,75,Crítico,79,8.2292,0.00565,0.0,0.53271
42,aftkd_fixed,75,Crítico,80,8.3333,0.0057,0.0,0.53271
42,aftkd_fixed,75,Crítico,81,8.4375,0.00567,0.0,0.53271
42,aftkd_fixed,75,Crítico,82,8.5417,0.00558,0.0,0.53271
42,aftkd_fixed,75,Crítico,83,8.6458,0.00581,0.0,0.53271
42,aftkd_fixed,75,Crítico,84,8.75,0.00575,0.0,0.53271
42,aftkd_fixed,75,Crítico,85,8.8542,0.00575,0.0,0.53271
42,aftkd_fixed,75,Crítico,86,8.9583,0.0057,0.0,0.53271
42,aftkd_fixed,75,Crítico,87,9.0625,0.00586,0.0,0.53271
42,aftkd_fixed,75,Crítico,88,9.1667,0.00588,0.0,0.53271
42,aftkd_fixed,75,Crítico,89,9.2708,0.00591,0.0,0.53271
42,aftkd_fixed,75,Crítico,90,9.375,0.00573,0.0,0.53271
42,aftkd_fixed,75,Crítico,91,9.4792,0.00578,0.0,0.53271
42,aftkd_fixed,75,Crítico,92,9.5833,0.00585,0.0,0.53271
42,aftkd_fixed,75,Crítico,93,9.6875,0.00578,0.0,0.53271
42,aftkd_fixed,75,Crítico,94,9.7917,0.0057,0.0,0.53271
42,aftkd_fixed,75,Crítico,95,9.8958,0.00585,0.0,0.53271
42,baseline_fixed,76,Crítico,0,0.0,0.06868,0.0,0.28695
42,baseline_fixed,76,Crítico,1,0.1042,0.06601,0.0,0.28695
42,baseline_fixed,76,Crítico,2,0.2083,0.07164,0.0,0.28695
42,baseline_fixed,76,Crítico,3,0.3125,0.06514,0.0,0.28695
42,baseline_fixed,76,Crítico,4,0.4167,0.06406,0.0,0.28695
42,baseline_fixed,76,Crítico,5,0.5208,0.06702,0.0,0.28695
42,baseline_fixed,76,Crítico,6,0.625,0.06666,0.0,0.28695
42,baseline_fixed,76,Crítico,7,0.7292,0.06904,0.0,0.28695
42,baseline_fixed,76,Crítico,8,0.8333,0.07203,0.0,0.28695
42,baseline_fixed,76,Crítico,9,0.9375,0.06662,0.0,0.28695
42,baseline_fixed,76,Crítico,10,1.0417,0.06795,0.0,0.28695
42,baseline_fixed,76,Crítico,11,1.1458,0.06549,0.0,0.28695
42,baseline_fixed,76,Crítico,12,1.25,0.06447,0.0,0.28695
42,baseline_fixed,76,Crítico,13,1.3542,0.06772,0.0,0.28695
42,baseline_fixed,76,Crítico,14,1.4583,0.06551,0.0,0.28695
42,baseline_fixed,76,Crítico,15,1.5625,0.06438,0.0,0.28695
42,baseline_fixed,76,Crítico,16,1.6667,0.06482,0.0,0.28695
42,baseline_fixed,76,Crítico,17,1.7708,0.06479,0.0,0.28695
42,baseline_fixed,76,Crítico,18,1.875,0.06795,0.0,0.28695
42,baseline_fixed,76,Crítico,19,1.9792,0.06784,0.0,0.28695
42,baseline_fixed,76,Crítico,20,2.0833,0.06603,0.0,0.28695
42,baseline_fixed,76,Crítico,21,2.1875,0.07531,0.0,0.28695
42,baseline_fixed,76,Crítico,22,2.2917,0.06653,0.0,0.28695
42,baseline_fixed,76,Crítico,23,2.3958,0.07092,0.0,0.28695
42,baseline_fixed,76,Crítico,24,2.5,0.06888,0.0,0.28695
42,baseline_fixed,76,Crítico,25,2.6042,0.07107,0.0,0.28695
42,baseline_fixed,76,Crítico,26,2.7083,0.06757,0.0,0.28695
42,baseline_fixed,76,Crítico,27,2.8125,0.06581,0.0,0.28695
42,baseline_fixed,76,Crítico,28,2.9167,0.07156,0.0,0.28695
42,baseline_fixed,76,Crítico,29,3.0208,0.06479,0.0,0.28695
42,baseline_fixed,76,Crítico,30,3.125,0.06899,0.0,0.28695
42,baseline_fixed,76,Crítico,31,3.2292,0.06706,0.0,0.28695
42,baseline_fixed,76,Crítico,32,3.3333,0.0659,0.0,0.28695
42,baseline_fixed,76,Crítico,33,3.4375,0.06397,0.0,0.28695
42,baseline_fixed,76,Crítico,34,3.5417,0.06934,0.0,0.28695
42,baseline_fixed,76,Crítico,35,3.6458,0.0697,0.0,0.28695
42,baseline_fixed,76,Crítico,36,3.75,0.1369,0.0,0.28695
42,baseline_fixed,76,Crítico,37,3.8542,0.14027,0.0,0.28695
42,baseline_fixed,76,Crítico,38,3.9583,0.15591,0.0,0.28695
42,baseline_fixed,76,Crítico,39,4.0625,0.17564,0.0,0.28695
42,baseline_fixed,76,Crítico,40,4.1667,0.15,0.0,0.28695
42,baseline_fixed,76,Crítico,41,4.2708,0.16629,0.0,0.28695
42,baseline_fixed,76,Crítico,42,4.375,0.17258,0.0,0.28695
42,baseline_fixed,76,Crítico,43,4.4792,0.18846,0.0,0.28695
42,baseline_fixed,76,Crítico,44,4.5833,0.17205,0.0,0.28695
42,baseline_fixed,76,Crítico,45,4.6875,0.16289,0.0,0.28695
42,baseline_fixed,76,Crítico,46,4.7917,0.15519,0.0,0.28695
42,baseline_fixed,76,Crítico,47,4.8958,0.17505,0.0,0.28695
42,baseline_fixed,76,Crítico,48,5.0,0.19145,0.0,0.28695
42,baseline_fixed,76,Crítico,49,5.1042,0.19367,0.0,0.28695
42,baseline_fixed,76,Crítico,50,5.2083,0.1973,0.0,0.28695
42,baseline_fixed,76,Crítico,51,5.3125,0.17866,0.0,0.28695
42,baseline_fixed,76,Crítico,52,5.4167,0.19412,0.0,0.28695
42,baseline_fixed,76,Crítico,53,5.5208,0.19189,0.0,0.28695
42,baseline_fixed,76,Crítico,54,5.625,0.17961,0.0,0.28695
42,baseline_fixed,76,Crítico,55,5.7292,0.19607,0.0,0.28695
42,baseline_fixed,76,Crítico,56,5.8333,0.18813,0.0,0.28695
42,baseline_fixed,76,Crítico,57,5.9375,0.19541,0.0,0.28695
42,baseline_fixed,76,Crítico,58,6.0417,0.19734,0.0,0.28695
42,baseline_fixed,76,Crítico,59,6.1458,0.19737,0.0,0.28695
42,baseline_fixed,76,Crítico,60,6.25,0.2111,0.0,0.28695
42,baseline_fixed,76,Crítico,61,6.3542,0.20052,0.0,0.28695
42,baseline_fixed,76,Crítico,62,6.4583,0.21234,1.0,0.28695
42,baseline_fixed,76,Crítico,63,6.5625,0.22407,1.0,0.28695
42,baseline_fixed,76,Crítico,64,6.6667,0.2199,1.0,0.28695
42,baseline_fixed,76,Crítico,65,6.7708,0.2285,1.0,0.28695
42,baseline_fixed,76,Crítico,66,6.875,0.2435,1.0,0.28695
42,baseline_fixed,76,Crítico,67,6.9792,0.28695,1.0,0.28695
42,baseline_fixed,76,Crítico,68,7.0833,0.27155,1.0,0.28695
42,baseline_fixed,76,Crítico,69,7.1875,0.28339,1.0,0.28695
42,baseline_fixed,76,Crítico,70,7.2917,0.26651,1.0,0.28695
42,baseline_fixed,76,Crítico,71,7.3958,0.25732,1.0,0.28695
42,baseline_fixed,76,Crítico,72,7.5,0.15307,1.0,0.28695
42,baseline_fixed,76,Crítico,73,7.6042,0.15969,1.0,0.28695
42,baseline_fixed,76,Crítico,74,7.7083,0.15349,1.0,0.28695
42,baseline_fixed,76,Crítico,75,7.8125,0.13888,1.0,0.28695
42,baseline_fixed,76,Crítico,76,7.9167,0.12263,1.0,0.28695
42,baseline_fixed,76,Crítico,77,8.0208,0.11582,1.0,0.28695
42,baseline_fixed,76,Crítico,78,8.125,0.11709,1.0,0.28695
42,baseline_fixed,76,Crítico,79,8.2292,0.12417,1.0,0.28695
42,baseline_fixed,76,Crítico,80,8.3333,0.10633,1.0,0.28695
42,baseline_fixed,76,Crítico,81,8.4375,0.11134,1.0,0.28695
42,baseline_fixed,76,Crítico,82,8.5417,0.06043,0.0,0.28695
42,baseline_fixed,76,Crítico,83,8.6458,0.06581,0.0,0.28695
42,baseline_fixed,76,Crítico,84,8.75,0.06381,0.0,0.28695
42,baseline_fixed,76,Crítico,85,8.8542,0.06195,0.0,0.28695
42,baseline_fixed,76,Crítico,86,8.9583,0.06561,0.0,0.28695
42,baseline_fixed,76,Crítico,87,9.0625,0.05852,0.0,0.28695
42,baseline_fixed,76,Crítico,88,9.1667,0.05635,0.0,0.28695
42,baseline_fixed,76,Crítico,89,9.2708,0.06015,0.0,0.28695
42,baseline_fixed,76,Crítico,90,9.375,0.05796,0.0,0.28695
42,baseline_fixed,76,Crítico,91,9.4792,0.05965,0.0,0.28695
42,baseline_fixed,76,Crítico,92,9.5833,0.06013,0.0,0.28695
42,baseline_fixed,76,Crítico,93,9.6875,0.05776,0.0,0.28695
42,baseline_fixed,76,Crítico,94,9.7917,0.05701,0.0,0.28695
42,baseline_fixed,76,Crítico,95,9.8958,0.06166,0.0,0.28695
42,aftkd_fixed,76,Crítico,0,0.0,0.00531,0.0,0.03076
42,aftkd_fixed,76,Crítico,1,0.1042,0.00537,0.0,0.03076
42,aftkd_fixed,76,Crítico,2,0.2083,0.00545,0.0,0.03076
42,aftkd_fixed,76,Crítico,3,0.3125,0.00526,0.0,0.03076
42,aftkd_fixed,76,Crítico,4,0.4167,0.00527,0.0,0.03076
42,aftkd_fixed,76,Crítico,5,0.5208,0.00527,0.0,0.03076
42,aftkd_fixed,76,Crítico,6,0.625,0.00535,0.0,0.03076
42,aftkd_fixed,76,Crítico,7,0.7292,0.00547,0.0,0.03076
42,aftkd_fixed,76,Crítico,8,0.8333,0.0056,0.0,0.03076
42,aftkd_fixed,76,Crítico,9,0.9375,0.00532,0.0,0.03076
42,aftkd_fixed,76,Crítico,10,1.0417,0.00546,0.0,0.03076
42,aftkd_fixed,76,Crítico,11,1.1458,0.00522,0.0,0.03076
42,aftkd_fixed,76,Crítico,12,1.25,0.00534,0.0,0.03076
42,aftkd_fixed,76,Crítico,13,1.3542,0.00535,0.0,0.03076
42,aftkd_fixed,76,Crítico,14,1.4583,0.00535,0.0,0.03076
42,aftkd_fixed,76,Crítico,15,1.5625,0.00523,0.0,0.03076
42,aftkd_fixed,76,Crítico,16,1.6667,0.00532,0.0,0.03076
42,aftkd_fixed,76,Crítico,17,1.7708,0.00521,0.0,0.03076
42,aftkd_fixed,76,Crítico,18,1.875,0.00529,0.0,0.03076
42,aftkd_fixed,76,Crítico,19,1.9792,0.00539,0.0,0.03076
42,aftkd_fixed,76,Crítico,20,2.0833,0.0053,0.0,0.03076
42,aftkd_fixed,76,Crítico,21,2.1875,0.00552,0.0,0.03076
42,aftkd_fixed,76,Crítico,22,2.2917,0.00535,0.0,0.03076
42,aftkd_fixed,76,Crítico,23,2.3958,0.00531,0.0,0.03076
42,aftkd_fixed,76,Crítico,24,2.5,0.0053,0.0,0.03076
42,aftkd_fixed,76,Crítico,25,2.6042,0.0054,0.0,0.03076
42,aftkd_fixed,76,Crítico,26,2.7083,0.00538,0.0,0.03076
42,aftkd_fixed,76,Crítico,27,2.8125,0.00537,0.0,0.03076
42,aftkd_fixed,76,Crítico,28,2.9167,0.00558,0.0,0.03076
42,aftkd_fixed,76,Crítico,29,3.0208,0.00527,0.0,0.03076
42,aftkd_fixed,76,Crítico,30,3.125,0.00537,0.0,0.03076
42,aftkd_fixed,76,Crítico,31,3.2292,0.00527,0.0,0.03076
42,aftkd_fixed,76,Crítico,32,3.3333,0.00533,0.0,0.03076
42,aftkd_fixed,76,Crítico,33,3.4375,0.00521,0.0,0.03076
42,aftkd_fixed,76,Crítico,34,3.5417,0.00544,0.0,0.03076
42,aftkd_fixed,76,Crítico,35,3.6458,0.00538,0.0,0.03076
42,aftkd_fixed,76,Crítico,36,3.75,0.01195,0.0,0.03076
42,aftkd_fixed,76,Crítico,37,3.8542,0.01253,0.0,0.03076
42,aftkd_fixed,76,Crítico,38,3.9583,0.01412,0.0,0.03076
42,aftkd_fixed,76,Crítico,39,4.0625,0.0159,0.0,0.03076
42,aftkd_fixed,76,Crítico,40,4.1667,0.01366,0.0,0.03076
42,aftkd_fixed,76,Crítico,41,4.2708,0.01501,0.0,0.03076
42,aftkd_fixed,76,Crítico,42,4.375,0.01556,0.0,0.03076
42,aftkd_fixed,76,Crítico,43,4.4792,0.01708,0.0,0.03076
42,aftkd_fixed,76,Crítico,44,4.5833,0.01541,0.0,0.03076
42,aftkd_fixed,76,Crítico,45,4.6875,0.01463,0.0,0.03076
42,aftkd_fixed,76,Crítico,46,4.7917,0.01401,0.0,0.03076
42,aftkd_fixed,76,Crítico,47,4.8958,0.0161,0.0,0.03076
42,aftkd_fixed,76,Crítico,48,5.0,0.01786,0.0,0.03076
42,aftkd_fixed,76,Crítico,49,5.1042,0.01787,0.0,0.03076
42,aftkd_fixed,76,Crítico,50,5.2083,0.01791,0.0,0.03076
42,aftkd_fixed,76,Crítico,51,5.3125,0.01631,0.0,0.03076
42,aftkd_fixed,76,Crítico,52,5.4167,0.01778,0.0,0.03076
42,aftkd_fixed,76,Crítico,53,5.5208,0.01737,0.0,0.03076
42,aftkd_fixed,76,Crítico,54,5.625,0.01658,0.0,0.03076
42,aftkd_fixed,76,Crítico,55,5.7292,0.01808,0.0,0.03076
42,aftkd_fixed,76,Crítico,56,5.8333,0.01722,0.0,0.03076
42,aftkd_fixed,76,Crítico,57,5.9375,0.0182,0.0,0.03076
42,aftkd_fixed,76,Crítico,58,6.0417,0.01926,0.0,0.03076
42,aftkd_fixed,76,Crítico,59,6.1458,0.01889,0.0,0.03076
42,aftkd_fixed,76,Crítico,60,6.25,0.02046,0.0,0.03076
42,aftkd_fixed,76,Crítico,61,6.3542,0.01876,0.0,0.03076
42,aftkd_fixed,76,Crítico,62,6.4583,0.01971,1.0,0.03076
42,aftkd_fixed,76,Crítico,63,6.5625,0.02128,1.0,0.03076
42,aftkd_fixed,76,Crítico,64,6.6667,0.02181,1.0,0.03076
42,aftkd_fixed,76,Crítico,65,6.7708,0.02226,1.0,0.03076
42,aftkd_fixed,76,Crítico,66,6.875,0.02391,1.0,0.03076
42,aftkd_fixed,76,Crítico,67,6.9792,0.03076,1.0,0.03076
42,aftkd_fixed,76,Crítico,68,7.0833,0.02771,1.0,0.03076
42,aftkd_fixed,76,Crítico,69,7.1875,0.03071,1.0,0.03076
42,aftkd_fixed,76,Crítico,70,7.2917,0.02679,1.0,0.03076
42,aftkd_fixed,76,Crítico,71,7.3958,0.02398,1.0,0.03076
42,aftkd_fixed,76,Crítico,72,7.5,0.00704,1.0,0.03076
42,aftkd_fixed,76,Crítico,73,7.6042,0.007,1.0,0.03076
42,aftkd_fixed,76,Crítico,74,7.7083,0.00657,1.0,0.03076
42,aftkd_fixed,76,Crítico,75,7.8125,0.00666,1.0,0.03076
42,aftkd_fixed,76,Crítico,76,7.9167,0.00648,1.0,0.03076
42,aftkd_fixed,76,Crítico,77,8.0208,0.00654,1.0,0.03076
42,aftkd_fixed,76,Crítico,78,8.125,0.00648,1.0,0.03076
42,aftkd_fixed,76,Crítico,79,8.2292,0.00667,1.0,0.03076
42,aftkd_fixed,76,Crítico,80,8.3333,0.00608,1.0,0.03076
42,aftkd_fixed,76,Crítico,81,8.4375,0.00627,1.0,0.03076
42,aftkd_fixed,76,Crítico,82,8.5417,0.0056,0.0,0.03076
42,aftkd_fixed,76,Crítico,83,8.6458,0.00586,0.0,0.03076
42,aftkd_fixed,76,Crítico,84,8.75,0.00592,0.0,0.03076
42,aftkd_fixed,76,Crítico,85,8.8542,0.00581,0.0,0.03076
42,aftkd_fixed,76,Crítico,86,8.9583,0.00612,0.0,0.03076
42,aftkd_fixed,76,Crítico,87,9.0625,0.0059,0.0,0.03076
42,aftkd_fixed,76,Crítico,88,9.1667,0.00569,0.0,0.03076
42,aftkd_fixed,76,Crítico,89,9.2708,0.0059,0.0,0.03076
42,aftkd_fixed,76,Crítico,90,9.375,0.00588,0.0,0.03076
42,aftkd_fixed,76,Crítico,91,9.4792,0.0057,0.0,0.03076
42,aftkd_fixed,76,Crítico,92,9.5833,0.00578,0.0,0.03076
42,aftkd_fixed,76,Crítico,93,9.6875,0.00567,0.0,0.03076
42,aftkd_fixed,76,Crítico,94,9.7917,0.00568,0.0,0.03076
42,aftkd_fixed,76,Crítico,95,9.8958,0.00585,0.0,0.03076
42,baseline_fixed,77,Normal,0,0.0,0.06178,0.0,0.06488
42,baseline_fixed,77,Normal,1,0.1042,0.05684,0.0,0.06488
42,baseline_fixed,77,Normal,2,0.2083,0.05628,0.0,0.06488
42,baseline_fixed,77,Normal,3,0.3125,0.06101,0.0,0.06488
42,baseline_fixed,77,Normal,4,0.4167,0.05752,0.0,0.06488
42,baseline_fixed,77,Normal,5,0.5208,0.05856,0.0,0.06488
42,baseline_fixed,77,Normal,6,0.625,0.05893,0.0,0.06488
42,baseline_fixed,77,Normal,7,0.7292,0.06011,0.0,0.06488
42,baseline_fixed,77,Normal,8,0.8333,0.05829,0.0,0.06488
42,baseline_fixed,77,Normal,9,0.9375,0.05893,0.0,0.06488
42,baseline_fixed,77,Normal,10,1.0417,0.05724,0.0,0.06488
42,baseline_fixed,77,Normal,11,1.1458,0.05941,0.0,0.06488
42,baseline_fixed,77,Normal,12,1.25,0.05572,0.0,0.06488
42,baseline_fixed,77,Normal,13,1.3542,0.05802,0.0,0.06488
42,baseline_fixed,77,Normal,14,1.4583,0.05743,0.0,0.06488
42,baseline_fixed,77,Normal,15,1.5625,0.06011,0.0,0.06488
42,baseline_fixed,77,Normal,16,1.6667,0.05872,0.0,0.06488
42,baseline_fixed,77,Normal,17,1.7708,0.05731,0.0,0.06488
42,baseline_fixed,77,Normal,18,1.875,0.05677,0.0,0.06488
42,baseline_fixed,77,Normal,19,1.9792,0.06123,0.0,0.06488
42,baseline_fixed,77,Normal,20,2.0833,0.05728,0.0,0.06488
42,baseline_fixed,77,Normal,21,2.1875,0.05765,0.0,0.06488
42,baseline_fixed,77,Normal,22,2.2917,0.06263,0.0,0.06488
42,baseline_fixed,77,Normal,23,2.3958,0.05762,0.0,0.06488
